ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,DisbursementGross,MIS_Status,GrAppv,sector,isFranchise,sameState,backRealEstate,Portion
2003,84,3,1.0,0,3,1,Y,N,35100.0,P I F,35000.0,Other_no_pub,No Franchise,0,0,0.5
2003,85,2,1.0,0,0,1,N,N,88300.0,P I F,88300.0,Retail_trade,No Franchise,1,0,0.75
2004,84,4,1.0,0,0,1,N,N,50000.0,P I F,50000.0,Construction,No Franchise,0,0,0.5
2012,84,2,2.0,2,2,1,N,N,50000.0,P I F,50000.0,Manufacturing,No Franchise,1,0,0.5
2004,12,5,1.0,5,5,1,Y,N,311950.0,P I F,200000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2004,84,2,2.0,0,0,1,N,N,112500.0,P I F,112500.0,RE_rental_leasing,No Franchise,1,0,0.85
2007,88,2,2.0,8,2,1,N,N,73400.0,P I F,73400.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2001,300,10,2.0,0,0,1,N,N,505000.0,P I F,505000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,1,0.75
2005,60,3,2.0,0,3,2,N,N,15000.0,P I F,15000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,60,14,2.0,2,16,1,Y,N,147952.0,P I F,75000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2010,300,2,2.0,98,100,1,N,N,2000000.0,P I F,2000000.0,Educational_services,No Franchise,1,1,0.75
2007,84,6,1.0,0,6,2,Y,N,91627.0,P I F,50000.0,Manufacturing,No Franchise,0,0,0.5
2008,84,1,2.0,4,5,1,Y,N,40000.0,P I F,40000.0,Retail_trade,No Franchise,0,0,0.85
2007,84,7,2.0,0,7,1,Y,N,20000.0,P I F,10000.0,Information,No Franchise,0,0,0.5
2003,84,5,1.0,0,5,2,Y,N,278549.0,P I F,70000.0,Construction,No Franchise,0,0,0.5
2003,84,3,1.0,0,3,1,Y,N,35000.0,P I F,35000.0,Other_no_pub,No Franchise,0,0,0.5
2007,4,6,1.0,0,0,1,N,N,6400.0,P I F,6400.0,Other_no_pub,No Franchise,1,0,0.5
2009,84,1,2.0,2,1,1,N,N,101400.0,P I F,101400.0,RE_rental_leasing,No Franchise,1,0,0.5
2002,81,1,1.0,0,1,1,N,N,95174.0,P I F,25000.0,Health_care_social_ass,No Franchise,0,0,0.5
2004,36,1,1.0,0,1,1,Y,N,49417.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2006,36,3,1.0,1,3,1,N,N,20000.0,P I F,20000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,84,1,1.0,0,1,1,Y,N,10000.0,P I F,10000.0,Other_no_pub,No Franchise,0,0,0.5
2005,84,1,1.0,0,0,1,Y,N,20283.0,P I F,15000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2004,120,12,1.0,0,0,1,N,N,180000.0,P I F,180000.0,Retail_trade,No Franchise,1,0,0.75
2003,252,2,1.0,0,0,1,N,N,400000.0,P I F,400000.0,Prof_scien_and_tech_serv,No Franchise,1,1,0.75
2008,84,11,1.0,0,11,2,Y,N,62500.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2003,60,24,1.0,0,0,1,N,N,500000.0,P I F,500000.0,Wholesale_trade,No Franchise,1,0,0.75
2007,84,6,1.0,0,6,2,Y,N,121531.0,P I F,50000.0,Retail_trade,No Franchise,1,0,0.5
2010,84,6,1.0,2,0,1,N,N,152303.0,P I F,152303.0,Health_care_social_ass,No Franchise,1,0,0.4999967170705764
2007,60,6,2.0,3,3,2,N,N,24500.0,P I F,26000.0,Retail_trade,No Franchise,0,0,0.5
1996,84,2,2.0,0,0,2,N,N,55000.0,P I F,55000.0,Retail_trade,No Franchise,1,0,0.8
2006,84,4,1.0,0,4,1,Y,N,24360.0,P I F,20000.0,Retail_trade,No Franchise,0,0,0.5
2002,264,7,1.0,0,0,2,N,N,834600.0,P I F,834600.0,Retail_trade,No Franchise,0,1,0.75
2007,60,10,1.0,0,10,2,Y,N,203498.0,P I F,100000.0,Retail_trade,No Franchise,1,0,0.5
2010,84,2,1.0,0,0,1,Y,N,70951.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,84,6,1.0,0,0,1,Y,N,50000.0,P I F,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2010,84,8,1.0,2,8,1,Y,N,135000.0,P I F,100000.0,Manufacturing,No Franchise,1,0,0.5
2008,84,1,1.0,0,1,1,Y,N,44426.0,P I F,25000.0,Other_no_pub,No Franchise,0,0,0.5
2008,84,1,2.0,0,1,1,Y,N,54300.0,P I F,40000.0,Other_no_pub,No Franchise,0,0,0.5
2004,84,60,1.0,1,60,1,Y,N,36190.0,P I F,35000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2010,84,1,2.0,0,1,1,Y,N,25000.0,P I F,15000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2011,84,10,1.0,0,10,1,Y,N,10000.0,P I F,10000.0,Finance_insurance,No Franchise,0,0,0.5
2006,84,1,2.0,0,1,1,Y,N,14742.0,P I F,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2002,72,7,1.0,0,0,1,N,N,380000.0,P I F,380000.0,RE_rental_leasing,No Franchise,1,0,0.75
2006,84,6,1.0,1,6,1,N,N,75000.0,P I F,75000.0,Construction,No Franchise,0,0,0.5
2005,84,0,2.0,2,2,1,N,N,130400.0,P I F,130400.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.85
2007,12,5,2.0,0,5,2,Y,N,18400.0,P I F,15000.0,Retail_trade,No Franchise,1,0,0.5
2003,72,1,1.0,0,1,1,Y,N,15000.0,P I F,15000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2008,84,8,1.0,0,8,2,Y,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.75
2000,276,11,2.0,0,0,2,N,N,1691550.0,P I F,1691550.0,Accommodation_food_serv,No Franchise,0,1,0.44337974047471257
2006,23,52,1.0,0,52,1,N,N,10000.0,P I F,10000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2005,84,4,1.0,0,4,2,Y,N,192383.0,P I F,75000.0,Retail_trade,No Franchise,1,0,0.5
2003,84,1,1.0,0,1,1,Y,N,10000.0,P I F,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,84,7,2.0,2,7,1,Y,N,273721.0,P I F,90000.0,Other_no_pub,No Franchise,0,0,0.5
2006,84,1,2.0,0,1,1,Y,N,10000.0,P I F,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2008,84,1,1.0,0,1,1,Y,N,27177.0,P I F,20000.0,Construction,No Franchise,1,0,0.5
2001,48,5,1.0,3,8,1,Y,N,30000.0,P I F,30000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,84,4,2.0,0,4,1,Y,N,35000.0,P I F,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2005,84,3,1.0,0,0,1,N,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.5
2004,84,1,1.0,0,0,1,Y,N,184038.0,P I F,100000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2005,60,3,2.0,0,0,1,Y,N,25000.0,P I F,25000.0,Trans_Ware,No Franchise,1,0,0.5
1999,60,14,1.0,0,0,1,N,N,296250.0,P I F,300000.0,Wholesale_trade,No Franchise,1,0,0.75
2008,84,2,2.0,0,2,1,N,N,20000.0,P I F,20000.0,Other_no_pub,No Franchise,0,0,0.85
2009,60,4,1.0,2,6,2,Y,N,165000.0,P I F,150000.0,Manufacturing,No Franchise,1,0,0.5
2005,84,2,2.0,0,2,1,Y,N,54000.0,P I F,27000.0,Educational_services,No Franchise,0,0,0.5
2005,36,11,1.0,0,0,2,N,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.5
2003,24,13,1.0,0,13,1,Y,N,20000.0,P I F,20000.0,Retail_trade,No Franchise,1,0,0.5
2004,84,4,1.0,0,4,1,Y,N,68291.0,P I F,33000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,84,4,1.0,75,4,1,Y,N,64399.0,P I F,25000.0,Trans_Ware,No Franchise,0,0,0.5
2005,58,3,1.0,0,3,1,Y,N,10000.0,P I F,10000.0,Other_no_pub,No Franchise,0,0,0.5
2003,288,3,2.0,0,0,1,N,N,236000.0,P I F,236000.0,Retail_trade,No Franchise,1,1,0.75
2008,120,2,2.0,5,2,1,N,N,116300.0,P I F,116300.0,Arts_enter_recreation,No Franchise,0,0,0.85
2005,36,1,2.0,0,1,1,Y,N,10000.0,P I F,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2004,84,2,1.0,0,0,1,N,N,433900.0,P I F,433900.0,Construction,Franchise,1,0,0.75
2011,60,1,1.0,3,4,1,N,N,300000.0,P I F,300000.0,Health_care_social_ass,No Franchise,0,0,0.5
2004,60,5,2.0,0,0,1,Y,N,28420.0,P I F,20000.0,Manufacturing,No Franchise,0,0,0.5
2006,84,9,2.0,0,9,1,Y,N,30000.0,P I F,30000.0,Manufacturing,No Franchise,0,0,0.5
2007,84,1,1.0,0,1,1,Y,N,44168.0,P I F,25000.0,Construction,No Franchise,0,0,0.5
2003,120,15,1.0,0,0,1,N,N,1000000.0,P I F,1000000.0,Wholesale_trade,No Franchise,1,0,0.75
2007,84,2,2.0,12,12,1,Y,N,43417.0,P I F,25000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2004,84,12,1.0,0,0,1,N,N,220000.0,P I F,220000.0,Accommodation_food_serv,Franchise,1,0,0.75
2011,84,2,2.0,0,2,1,Y,N,50000.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2008,84,0,2.0,5,3,1,Y,N,60413.0,P I F,25000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2005,84,2,2.0,1,3,2,N,N,67048.0,P I F,75000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2004,84,3,1.0,0,3,1,Y,N,28902.0,P I F,5000.0,Health_care_social_ass,No Franchise,0,0,0.5
2008,36,2,1.0,0,2,1,Y,N,10000.0,P I F,10000.0,Construction,No Franchise,0,0,0.5
2007,84,20,1.0,2,20,1,Y,N,39914.0,P I F,25000.0,Manufacturing,No Franchise,0,0,0.5
2008,84,1,2.0,1,2,1,Y,N,100000.0,P I F,100000.0,Health_care_social_ass,No Franchise,0,0,0.5
2007,84,9,1.0,3,12,1,Y,N,61743.0,P I F,25000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2010,84,16,1.0,10,16,1,N,N,220000.0,P I F,220000.0,Accommodation_food_serv,Franchise,1,0,0.9
2005,240,1,1.0,0,0,1,N,N,445000.0,P I F,445000.0,Retail_trade,No Franchise,0,1,0.75
2007,84,2,2.0,0,2,1,Y,N,332463.0,P I F,30000.0,Health_care_social_ass,No Franchise,0,0,0.5
2007,84,1,1.0,2,1,1,Y,N,19000.0,P I F,12000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,84,2,1.0,0,2,1,Y,N,22296.0,P I F,15000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2004,84,1,1.0,1,3,1,Y,N,10000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2009,50,2,1.0,0,2,1,Y,N,36065.0,P I F,24000.0,Health_care_social_ass,No Franchise,0,0,0.5
2002,84,30,1.0,0,30,1,Y,N,299876.0,P I F,145000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2006,60,1,2.0,7,1,1,Y,N,167550.0,P I F,50000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2005,84,1,2.0,0,1,1,Y,N,13479.0,P I F,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2011,12,3,1.0,0,3,1,Y,N,731444.0,P I F,550000.0,Wholesale_trade,No Franchise,1,0,0.5
2005,36,4,2.0,4,0,2,Y,N,52050.0,P I F,25000.0,Other_no_pub,No Franchise,0,0,0.5
2007,60,3,2.0,2,1,1,Y,N,20000.0,P I F,20000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2004,12,7,2.0,0,7,1,Y,N,300000.0,P I F,300000.0,Health_care_social_ass,No Franchise,1,0,0.5
2006,300,5,1.0,0,0,1,N,N,232900.0,P I F,232900.0,Accommodation_food_serv,No Franchise,1,1,0.75
2007,84,7,1.0,2,7,1,Y,N,103784.0,P I F,50000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2009,36,12,1.0,0,12,2,N,N,56300.0,P I F,56300.0,Retail_trade,No Franchise,1,0,0.5
2011,84,5,1.0,0,5,1,Y,N,203156.0,P I F,100000.0,Wholesale_trade,No Franchise,1,0,0.5
2010,84,16,1.0,0,16,2,N,N,100000.0,P I F,100000.0,Construction,No Franchise,0,0,0.85
2010,60,4,1.0,1,5,1,N,N,192000.0,P I F,192000.0,Retail_trade,No Franchise,0,0,0.5
2012,72,7,1.0,0,7,2,Y,N,27134.0,P I F,25000.0,Other_no_pub,No Franchise,1,0,0.5
2003,84,1,1.0,20,21,1,Y,N,16000.0,P I F,16000.0,Retail_trade,No Franchise,0,0,0.5
2005,84,41,1.0,6,47,1,Y,N,50000.0,P I F,50000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2011,84,15,1.0,0,0,1,N,N,80000.0,P I F,80000.0,Retail_trade,No Franchise,1,0,0.5
2009,300,15,1.0,0,15,2,N,N,737800.0,P I F,737800.0,Prof_scien_and_tech_serv,No Franchise,1,1,0.9
2000,60,2,2.0,6,2,1,Y,N,20000.0,P I F,20000.0,Retail_trade,No Franchise,1,0,0.5
2002,300,30,2.0,0,0,1,N,N,1095000.0,P I F,1095000.0,RE_rental_leasing,No Franchise,0,1,0.75
2008,84,3,1.0,0,3,2,Y,N,136085.0,P I F,30000.0,Construction,No Franchise,1,0,0.5
2001,84,9,1.0,0,0,1,N,N,355000.0,P I F,355000.0,Health_care_social_ass,No Franchise,0,0,0.75
2002,180,2,2.0,0,0,2,N,N,910000.0,P I F,910000.0,Ag_fores_ﬁshi_hunting,No Franchise,0,0,0.75
2007,84,3,1.0,1,4,1,Y,N,101850.0,P I F,47000.0,Finance_insurance,No Franchise,0,0,0.5
2011,300,15,1.0,0,15,1,N,N,5000000.0,P I F,5000000.0,Manufacturing,No Franchise,0,1,0.9
2007,60,6,1.0,0,6,1,N,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.5
2005,90,1,1.0,0,1,1,N,N,20000.0,P I F,20000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2003,36,15,1.0,0,15,1,Y,N,35000.0,P I F,35000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,87,3,1.0,6,9,1,N,N,356000.0,P I F,356000.0,Retail_trade,No Franchise,0,0,0.75
2005,84,1,2.0,0,1,1,Y,N,10000.0,P I F,10000.0,Information,No Franchise,0,0,0.5
2012,300,17,1.0,0,17,1,N,N,4200000.0,P I F,4200000.0,Accommodation_food_serv,Franchise,1,1,0.75
2006,84,20,2.0,0,20,1,N,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.5
2004,84,1,2.0,0,0,1,Y,N,10000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,84,8,1.0,0,8,1,N,N,50000.0,P I F,50000.0,Other_no_pub,No Franchise,0,0,0.85
2006,60,2,2.0,0,2,1,N,N,15000.0,P I F,15000.0,Other_no_pub,No Franchise,1,0,0.5
2005,84,7,1.0,7,7,1,Y,N,10000.0,P I F,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2001,73,31,1.0,48,79,1,Y,N,140302.0,P I F,100000.0,Construction,No Franchise,1,0,0.5
2008,84,4,2.0,0,4,1,N,N,10000.0,P I F,5000.0,Trans_Ware,No Franchise,1,0,0.5
2004,36,2,1.0,0,2,1,Y,N,45500.0,P I F,45500.0,Health_care_social_ass,No Franchise,0,0,0.5
2005,12,6,1.0,0,0,1,Y,N,349145.0,P I F,150000.0,Manufacturing,No Franchise,1,0,0.5
2006,84,92,1.0,0,0,1,N,N,300000.0,P I F,300000.0,Manufacturing,No Franchise,1,0,0.75
2006,84,6,1.0,1,6,1,Y,N,40000.0,P I F,40000.0,Other_no_pub,No Franchise,0,0,0.5
2011,84,1,1.0,0,1,1,Y,N,125000.0,P I F,125000.0,Health_care_social_ass,No Franchise,0,0,0.5
2003,84,2,1.0,1,3,1,Y,N,56042.0,P I F,50000.0,Health_care_social_ass,No Franchise,0,0,0.5
2005,36,3,1.0,1,4,1,Y,N,314250.0,P I F,150000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,69,10,1.0,0,10,1,Y,N,161000.0,P I F,100000.0,Construction,No Franchise,0,0,0.5
2009,36,2,2.0,2,0,2,Y,N,134724.0,P I F,100000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2006,84,3,2.0,1,0,1,Y,N,117171.0,P I F,64000.0,Retail_trade,No Franchise,0,0,0.5
2002,143,4,2.0,0,0,2,N,N,915000.0,P I F,930000.0,Ag_fores_ﬁshi_hunting,No Franchise,0,0,0.75
2005,50,6,2.0,0,8,1,Y,N,15000.0,P I F,10000.0,Trans_Ware,No Franchise,0,0,0.5
2007,84,3,1.0,1,3,1,N,N,75000.0,P I F,75000.0,Manufacturing,No Franchise,0,0,0.5
2008,84,1,2.0,3,3,1,Y,N,8501.0,P I F,5000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2011,84,1,2.0,8,1,1,N,N,356100.0,P I F,356100.0,Arts_enter_recreation,Franchise,1,0,0.75
2005,84,1,2.0,3,1,1,Y,N,10000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2005,84,2,2.0,0,2,1,N,N,50000.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2004,83,30,1.0,4,30,1,Y,N,249155.0,P I F,250000.0,Wholesale_trade,No Franchise,1,0,0.75
2007,60,0,1.0,0,0,1,N,N,10000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2003,84,1,1.0,0,1,1,Y,N,50000.0,P I F,52500.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2011,12,3,1.0,3,6,1,Y,N,25000.0,P I F,25000.0,Wholesale_trade,No Franchise,1,0,0.5
2002,84,1,1.0,0,1,1,Y,N,16586.0,P I F,10000.0,Retail_trade,No Franchise,1,0,0.5
2002,120,5,1.0,0,0,1,N,N,200000.0,P I F,200000.0,Other_no_pub,No Franchise,1,0,0.75
2004,60,6,2.0,0,0,1,N,Y,150000.0,P I F,150000.0,Other_no_pub,No Franchise,1,0,0.85
2008,84,5,2.0,0,5,1,N,N,93800.0,P I F,93800.0,Accommodation_food_serv,No Franchise,0,0,0.85
2001,276,10,1.0,0,0,1,N,N,400000.0,P I F,400000.0,Manufacturing,No Franchise,1,1,0.75
2009,84,22,1.0,0,22,2,N,N,100000.0,P I F,100000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2004,84,1,1.0,0,1,1,Y,N,185446.0,P I F,75000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,60,2,1.0,0,2,2,N,N,25000.0,P I F,25000.0,Health_care_social_ass,No Franchise,1,0,0.5
2002,60,5,2.0,0,0,1,N,N,225000.0,P I F,225000.0,Manufacturing,No Franchise,0,0,0.75
2007,84,12,1.0,2,12,1,N,N,20000.0,P I F,20000.0,Finance_insurance,No Franchise,0,0,0.85
2003,60,3,1.0,0,3,1,Y,N,39985.0,P I F,20000.0,Retail_trade,No Franchise,1,0,0.5
2006,311,30,2.0,2,28,1,N,N,2000000.0,P I F,2000000.0,Health_care_social_ass,No Franchise,0,1,0.75
2002,84,8,1.0,0,0,1,N,N,285000.0,P I F,285000.0,Wholesale_trade,No Franchise,1,0,0.75
2006,121,1,2.0,3,1,1,N,N,125000.0,P I F,125000.0,Construction,No Franchise,1,0,0.5
2005,84,3,1.0,0,3,1,N,N,50000.0,P I F,50000.0,Manufacturing,No Franchise,0,0,0.5
2003,84,13,1.0,0,13,1,Y,N,5009.0,P I F,5000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2009,84,5,1.0,0,5,1,Y,N,68499.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2006,120,26,2.0,2,26,1,N,N,822000.0,P I F,822000.0,Other_no_pub,No Franchise,1,0,0.75
2007,84,1,1.0,0,1,2,Y,N,34150.0,P I F,14500.0,Other_no_pub,No Franchise,0,0,0.5
2005,240,2,1.0,0,0,2,N,N,150000.0,P I F,150000.0,Accommodation_food_serv,No Franchise,1,1,0.85
2003,84,6,1.0,0,6,1,Y,N,30000.0,P I F,30000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2005,84,3,1.0,0,0,1,N,N,35000.0,P I F,35000.0,Retail_trade,No Franchise,0,0,0.5
2003,84,4,1.0,2,4,1,Y,N,65000.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2003,84,7,1.0,1,7,1,Y,N,58000.0,P I F,50000.0,Retail_trade,No Franchise,1,0,0.5
2002,36,175,1.0,50,175,1,Y,N,90000.0,P I F,90000.0,Health_care_social_ass,No Franchise,1,0,0.5
2001,24,10,1.0,0,10,1,Y,N,100000.0,P I F,100000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2012,84,0,1.0,0,0,1,Y,N,10000.0,P I F,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,60,2,2.0,1,2,1,N,N,45000.0,P I F,45000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2006,84,1,1.0,0,1,1,Y,N,46000.0,P I F,20000.0,Trans_Ware,No Franchise,0,0,0.5
2009,84,2,1.0,0,2,1,Y,N,25000.0,P I F,25000.0,Retail_trade,No Franchise,1,0,0.5
2011,84,3,1.0,2,3,1,Y,N,68052.0,P I F,40000.0,Other_no_pub,No Franchise,0,0,0.5
2005,84,2,1.0,0,0,2,N,N,25000.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,62,11,1.0,0,0,1,Y,N,88831.0,P I F,50000.0,Other_no_pub,No Franchise,0,0,0.5
2005,84,14,1.0,0,14,2,Y,N,81026.0,P I F,25000.0,Trans_Ware,No Franchise,0,0,0.5
2006,84,2,1.0,0,2,1,N,N,15000.0,P I F,15000.0,Retail_trade,No Franchise,0,0,0.5
2005,78,1,2.0,0,1,1,Y,N,8750.0,P I F,5000.0,Retail_trade,No Franchise,0,0,0.5
2002,84,3,1.0,0,3,1,Y,N,43423.0,P I F,35000.0,Other_no_pub,No Franchise,0,0,0.5
2005,120,3,1.0,0,0,1,N,N,75000.0,P I F,75000.0,Construction,No Franchise,1,0,0.85
2007,120,1,1.0,0,1,1,N,N,10000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.85
2005,84,7,1.0,0,0,1,Y,N,36640.0,P I F,20000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2005,84,1,2.0,0,1,2,Y,N,20000.0,P I F,20000.0,Construction,No Franchise,1,0,0.5
2007,84,1,2.0,0,1,1,Y,N,285462.0,P I F,100000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2009,90,6,1.0,0,6,1,N,N,76800.0,P I F,76800.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2012,84,1,2.0,3,1,1,N,N,80000.0,P I F,80000.0,Accommodation_food_serv,Franchise,1,0,0.85
2000,300,2,1.0,0,0,1,N,N,790000.0,P I F,790000.0,Accommodation_food_serv,Franchise,1,1,0.75
2003,82,12,1.0,0,12,1,Y,N,35915.0,P I F,18000.0,Health_care_social_ass,No Franchise,0,0,0.5
2006,60,27,1.0,0,27,1,N,N,100000.0,P I F,100000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2003,84,5,1.0,0,5,1,Y,N,41987.0,P I F,25000.0,Retail_trade,No Franchise,1,0,0.5
2008,84,1,1.0,0,0,1,N,N,20000.0,P I F,20000.0,Trans_Ware,No Franchise,0,0,0.85
2007,84,1,2.0,0,1,1,Y,N,7400.0,P I F,5000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2005,84,4,1.0,0,0,1,N,N,39000.0,P I F,10000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,60,1,2.0,0,1,1,N,N,30100.0,P I F,30100.0,Retail_trade,No Franchise,0,0,0.5
2006,84,2,1.0,4,6,1,Y,N,98408.0,P I F,50000.0,Health_care_social_ass,No Franchise,0,0,0.5
2002,6,2,1.0,0,0,1,N,N,35000.0,P I F,35000.0,Wholesale_trade,No Franchise,1,0,0.85
2005,87,1,2.0,10,1,1,N,N,462500.0,P I F,462500.0,Accommodation_food_serv,No Franchise,1,0,0.75
2003,84,6,1.0,2,6,1,Y,N,159930.0,P I F,150000.0,Wholesale_trade,No Franchise,0,0,0.5
2009,120,7,1.0,1,7,1,N,N,25000.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.9
2004,84,14,1.0,0,0,1,N,N,250000.0,P I F,250000.0,Accommodation_food_serv,Franchise,1,0,0.75
2012,48,11,2.0,0,0,1,Y,N,76957.0,P I F,25000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2008,84,1,1.0,2,2,1,N,N,25000.0,P I F,25000.0,Information,No Franchise,0,0,0.5
2005,84,1,2.0,0,1,1,Y,N,42767.0,P I F,30000.0,Health_care_social_ass,No Franchise,1,0,0.5
2001,143,18,1.0,0,0,2,N,N,229800.0,P I F,229800.0,Manufacturing,No Franchise,1,0,0.75
2007,300,25,1.0,18,7,2,N,N,148700.0,P I F,148700.0,Prof_scien_and_tech_serv,No Franchise,0,1,0.75
2007,84,1,2.0,0,1,1,N,N,10000.0,P I F,10000.0,Health_care_social_ass,No Franchise,0,0,0.85
2010,84,2,1.0,0,2,1,Y,N,31091.0,P I F,10000.0,Wholesale_trade,No Franchise,1,0,0.5
2012,84,5,2.0,0,5,1,N,N,50000.0,P I F,50000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2003,84,2,1.0,2,4,1,Y,N,90200.0,P I F,55000.0,Manufacturing,No Franchise,1,0,0.5
2007,84,1,1.0,1,2,1,N,N,70200.0,P I F,70200.0,Construction,No Franchise,1,0,0.5
2004,36,4,1.0,0,4,1,Y,N,100000.0,P I F,100000.0,Wholesale_trade,No Franchise,0,0,0.5
2005,84,45,1.0,0,45,1,N,N,100000.0,P I F,100000.0,Trans_Ware,No Franchise,0,0,0.5
2005,84,14,1.0,0,14,1,Y,N,226639.0,P I F,100000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,60,7,1.0,0,7,2,N,N,25000.0,P I F,25000.0,Construction,No Franchise,0,0,0.5
2008,84,2,1.0,1,2,1,Y,N,22092.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2012,84,4,1.0,3,3,1,Y,N,72100.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2009,84,1,2.0,0,1,1,Y,N,20000.0,P I F,20000.0,Other_no_pub,No Franchise,0,0,0.5
2002,120,60,1.0,0,0,1,N,N,500000.0,P I F,500000.0,Retail_trade,No Franchise,1,0,0.75
2006,84,3,1.0,2,3,2,Y,N,20000.0,P I F,20000.0,Health_care_social_ass,No Franchise,0,0,0.5
